"Required
必須","Partner
推獎","Category 
オファー類別","Length
時間","Key Stat
目標スタート","Score
目標","Text
テキスト"
双海真美,徳川まつり,PV撮影,3,Visual,36000,セットをウロウロしてたら、まつり姫から「真美ちゃんはイタズラな妖精さんみたいなのです」って言われたんだ！ それって、真美がめーっちゃカワイイってことだよね～！
双海真美,徳川まつり,ナレーション,3,Vocal,28000,まつり姫、やっぱりただ者じゃないね……。真美のドリブルなナレーションにもバシッと応えるから、真美の背筋もビシッと伸び散ったよ。映像でお店できないのが残念！
双海真美,箱崎星梨花,旅番組,6,Dance,33000,兄ちゃんゴメン……！ 真美、せりかっちにイケナイ遊びを教えちゃったかも。……炭酸ジュースイッキのみ。 でもでも、旅館の部屋の冷蔵庫にあったら、やるしかないっしょ？
双海真美,箱崎星梨花,ラジオ,9,Vocal,16500,も～、せりかっちったら真美みたいなオトナを見つけるとすぐ「教えてください ！」つて～、 意外とマセてるんだから～！え、何を教えたかって？ んっふっふ～、内緒だよ～ん♪
双海真美,野々原茜,慰安訪問,3,Visual,5000,茜ちん、子ども達のプレゼント用に、茜ちゃん人形を用意してきてたんだ。全然余裕だよって言ってたけど、結構量あったし大変だったと思うよ。さて、真美の分は ……え、 ないの？
双海真美,野々原茜,密着取材,3,Dance,4500,レッスンサボってたわけじゃないよ！ 密着取材の記者の人がいつもの様子を撮影したいって言うから、茜ちゃんと遊んでただけで……。えっ？ ふたりはいつもサボってるのかって！？
双海真美,望月杏奈,ネット番組,3,Vocal,32000,今日の番組、コメントでリクエストされて、もっちーが途中でオフモードになったんだ！ 両方見れたって、ファンの人、喜んでたよ！ 真美も今度、途中で亜美に切り替わろうかな？
双海真美,望月杏奈,ファッションショー,3,Visual,22000,もっちーがついにゲーミング人間に！？　『サイバー』がテーマのファッションショーで、もっちーが七色に光ったんだよ！めーっちゃキレイだった！　兄ちゃんにも見せたかったな～！
双海真美,ロコ(伴田路子),慰安訪問,3,Dance,9000,ちっちゃい子たちと、お絵かきしてきたよ～。ロコロコ、全部の絵を褒めるから、子どもたちに人気だったんだ。言いたいことはあんまり伝わなかったけど、褒めてるのは分かったみたい。
双海真美,七尾百合子,ラジオ,3,Vocal,3000,ラジオのトークで、ゆーりが変わった本がないかなって言ってたから、イタズラの本をおススメしておいたよ～。ゆーりがどんなイタズラをするか、楽しみにしておいてね♪
双海真美,七尾百合子,一日店長,9,Total,20000,本屋さんで一日店長！ ゆーりめっちゃ張り切ってたー！ アイドルやってなかったら本屋で働きたかったとか言ってたよ。兄ちゃん、ゆーりを本屋さんに取られないようにねっ！
双海真美,高山紗代子,CM撮影,6,Visual,22000,真美が思い付きで言ったCMのキャッチコピーが採用されたんだ！ さすが真美だよね！ まあ、さよちんがミューに気に入って、スタッフさんを説得したおかげもあるっぽいけどー。
双海真美,高山紗代子,スポーツ番組,9,Dance,3000,兄ちゃん知ってた？ さよちんより真美の方が、ちょっぴり身長高いんだよ。でもね、今日わかったんだけど、ジャンプしたらさよちんの方が高いの！ ビーチバレー効果かな！？
双海真美,松田亜利沙,映画,3,Total,78000,今日は全然、手ごたえなかったよ……。だってありさちん、真美が仕込んだイタズラに全部気づいて、わざとひっかかるんだよ！ んで、喜んでるの。次は絶対、成功させるかんね！
双海真美,高坂海美,商品プロデュース,6,Visual,22000,うみみんが考えたパフェ、ショッキングピンクのいちごソースがスプラッターだったよ。んで真美がそう言ったら、『ホラー系パフェ』って名前で採用になっちったよ。売れるのかな？
双海真美,高坂海美,MV撮影,3,Visual,3000,砂浜を走るシーンで、うみみんがわーって行って、OKでた！　OKでた後もうみみんは止まうらなかったから、真美は追いかけた！　えんえんにとまらなかったぽいよ～！？　 青春だねっ！
双海真美,中谷育,トークショー,3,Vocal,9500,真剣トーロンするって番組だったよ～♪育りん、小学生って思えないくらいきちっとしゃべりまくってたんだ！あれは、真美の次くらいにしっかりしてたね～。
双海真美,天空橋朋花,スポーツイベント,3,Dance,28000,柔道大会のお仕事に行ってきた♪ 朋花様、めちゃんこでかい選手を、投げ飛ばしちゃったんだよ！ そんでね、その人、帰るときには子豚ちゃんになってたんだ！
双海真美,天空橋朋花,地域PRイベント,3,Visual,32000,イベントで高知に行ったら、エライ人の像があめったんだ。んで「朋花様もああいうの建てるの？」って聞いたら、「それを子豚ちゃんが望むなら～」だって。 劇場に場所用意しとく？
双海真美,エミリー スチュアート,雑誌取材,3,Visual,3000,雑誌の撮影でフリフリのロリータ服を着てきたよー。あの服、けっこう重たいんだよね。でもでも、なでしこがチョー似合ってて、本物のお人形さんみたいだった！
双海真美,北沢志保,ドラマ,6,Total,81000,兄ちゃん！しほりんがドラマの台本、全部覚えてくるってウワサ、本当だった！しかも真美のセリフまで！真美、先輩思いのいい後輩をもっちゃったね……。んっふっふ～♪
双海真美,北沢志保,密着取材,9,Total,20000,うあうあ～！ 密着取材、真美がミリキたっぷりにアピールしようと思ったのに～！ 弟のお土産選ぶしほりんにカメラ独占されちったよ～。ケナゲな感じが良かったんだって！
双海真美,舞浜歩,CM撮影,9,Visual,3000,虫除けスプレーのCMで、あゆあゆが『虫が苦手なお姉さん』役だったから、真美は頑張って、虫のおもちゃでイタズラしてきたんだ♪ あゆあゆ、ナイスリアクションだったよ！
双海真美,木下ひなた,ネット番組,3,Total,20000,今日は園芸放送をやったよー。ひなぴーの家庭菜園講座と真美の盆栽講座のコラボが、めっちゃ好評だったんだ！ 盆栽で育てるミニトマト！ 枝ぶりが見事っしょ♪
双海真美,木下ひなた,ドラマ,6,Dance,16500,カンフーアクションの撮影してきたよ！ひなび一に、「センセーと思わずホンキでこい ！」って言ったかいがあったかも。ひなびーのチョップ、効いたぜ……ガクッ。
双海真美,矢吹可奈,商品PRイベント,3,Total,55000,インコのグッズっていろいろあるんだね！ かなりん、インコ飼ってるからめっちゃ詳しくて、飼い方も教えてくれたんだ。 ねえねえ、劇場で飼っちゃダメ？ お世話させてあげるから♪
双海真美,横山奈緒,審査員,6,Dance,4500,うあうあ～！ なおやん、若手芸人のネタの審査、目がガチすぎだよ～！ しかもその流れで真美にモノマネ振るし！ 真美、人生で一番、モノマネするのに緊張したかも……。
双海真美,横山奈緒,商品PRイベント,6,Visual,28000,なおやん、生粋の関西人だよね……。たこ焼き器のPRをしてきたんだけど、「焼くのは任せて！」って、ひとりでずっと焼いてたんだ。味は最高だったし、宣伝にもなったっぽいよ！
双海真美,二階堂千鶴,グラビア撮影,9,Visual,33000,千鶴お姉ちゃんってけっこーナイスバディだよね～！ でもまあ、真美にはかなわないっしょ！ ね、兄ちゃん？ 証拠にこれ、今日の写真……か、加工なんてしてないよー！？
双海真美,二階堂千鶴,慰安訪問,6,Total,20000,おじいちゃんおばあちゃんたちと色々話してきたんだけど、さすがは千鶴お姉ちゃん、本物のセレブは違いますなぁ。昔の商店街の良さとか、相手に合わせて話し込んでたよ！
双海真美,馬場このみ,,,,,ゲームで遊んできたよー。このみん、何回も負けてたんだけど真美がコツを教えたら勝てて、めっちゃ喜んでたんだ！ あとはしゃいでるこのみん見て、なんか会場がほっこりしてた。
双海真美,馬場このみ,地域PRイベント,9,Visual,9000,今日はねー、このみんの地元の山口県のPRイベントだった！ なんかこのみん、名物のふぐヒレ酒っていうのを飲んだ辺りから絶好調で、会場もめっちゃ大盛り上がりだったんだ～♪
双海真美,大神環,密着取材,9,Dance,4500,好きなところに行っていいって言うから、真美はたまきちと山に行って虫とりしたんだ！ 超楽しかったよ！ なんかスタッフさんたちは、ヘロヘロになってたっぽいけど。
双海真美,大神環,PV撮影,3,Dance,16500,ウンババー！ PV撮ってきたよ。なんか、ジャングルっぽいセットだったから、たまきちと一緒にウンババウホホッしてきた。あー、いやされますなあ。
双海真美,豊川風花,密着取材,6,Total,50000,今日は密着取材だったんで、風花お姉ちゃんに、朝からギューってくっついてたんだ！ 風花お姉ちゃん、超恥ずかしがってたよ♪ ……え？ 密着取材はそういう意味じゃない？
双海真美,宮尾美也,一日店長,9,Total,81000,ケーサツ署で一日署長したっぽいよー！真美はみやみやと署長室でお菓子食べながら、事件発生にそなえてたんだけど、ずーっと平和でまったりしてたよ。これもジントクってやつ？
双海真美,宮尾美也,密着取材,6,Dance,3000,ゲキドーのアイドル界の今に密着！って企画だったんだけど、みやみや、ゲキドーじゃなくてフドーだったよ。ずっと縁側でお茶飲んでたんだ。真美も一緒にのんびりしちゃったよ～。
双海真美,福田のり子,グラビア撮影,3,Visual,16500,超せくし一ね水着グラビア撮ってきたよ～ ♪ノリーとせくし一ポーズで対決しよって話してたんだけど、ノリー、水着着たら恥ずかしがっちゃってさ～。真美の圧勝だったよ！
双海真美,福田のり子,声優,9,Vocal,32000,アニメの吹き替えしてきたよー！ 一緒に必殺ワザ叫ぶとき、ノリーがメッチャ気合い入ってて、真美もチョー燃えちった！ いや～、なんか燃え燃えショーコウグンって感じだよ～。
双海真美,真壁瑞希,ゲームイベント,6,Dance,34000,カードゲームの対戦、みずきんに負けちったよー！ だってみずきん、表情が読めないし、長髪しても乗ってこないんだもん！ オンライン対戦なら負けないのにー！
双海真美,真壁瑞希,レポーター,3,Total,75000,ちょっとミスったけど、みずきんが手品でゴマかしてくれたんだ。真美も、手品の練習してみようかな～？ じゃあまずは、兄ちゃんのおやつを消してみせるね♪
双海真美,篠宮可憐,密着取材,9,Vocal,32000,今日の密着取材に、しのみやんのパパとママが心配してずっとついてきてて、ちょ～面白かったんだ！ 心配することないのにね。しのみやん、いざッて時はわりと強いし♪
双海真美,篠宮可憐,プレゼンター,6,Visual,32000,エラい人に花束をゾーテーしてきたよん。その花がすっごくいい匂いで、しのみやんもゴキゲンだった！ 大きな会場だったけど、今日はキンチョーしなかったってさ！
双海真美,百瀬莉緒,密着取材,6,Visual,5000,あんねー。りおっちとせくしー観の違いでもめて、取材が中断しそうになっちった！ でもちゃんと仲直りしたよ♪ おかげでいい撮れ高になったって、TV局のヒトが喜んでた♪
双海真美,百瀬莉緒,トーク番組,6,Total,80000,収録の時に、りおっちから、中学生向けの恋愛テクを聞き出してきたんだ！ やってみるから、兄ちゃんはそこの角に立っててね。んで、真美がパンをくわえながら激突する……と！
双海真美,永吉昴,ファッションショー,3,Visual,4500,野球場でチアリーダーの格好してファッションショーしたんだー。昴くん、いいへろもん出してたよ～。真美のせくしー指導の賜物だよね？ 照れてるところが高ポイントだよ♪
双海真美,北上麗花,ゲームイベント,9,Total,80000,バトルロイヤルのサバイバルゲームをやって来たよ！ 真美、もう少しで優勝だったのに麗花お姉ちゃんに撃たれちったよ。だって、1時間も落ち葉に隠れてるなんて思わないっしょ！？
双海真美,周防桃子,トーク番組,3,Vocal,33000,兄ちゃん兄ちゃん、真美にタンス買って！ だって、ももーんが、トークは引き出し多い方が良いって言うから……。 えっ？ そういう意味じゃない？
双海真美,周防桃子,CDショップイベント,6,Vocal,28000,CDの手渡し会で、ももーんと真美の手作りシール、いーぱい配ってきた♪ 作るの、めちゃ大変だったけど、ももーんが楽しそうだったし、もらった人も喜んでたからオッケーだよね♪
双海真美,ジュリア,旅番組,6,Dance,3000,福岡行ってきたよー！ぷぅちゃんにおいしいお店とか連れてってもらって楽しかった♪でも、ぷぅちゃんって呼んだら、いつも以上に慌ててたよ。知り合いに聞かれるだろ、だって！
双海真美,白石紬,トークショー,3,Dance,34000,つむりん、今日のトークでも早とちりでオモシロイこと言ってたから、「よっ！ 早とちり王」って言ってあげたんだ！ でも変な顔してたよ。もしかして、自覚ないのかな？
双海真美,白石紬,音楽番組,6,Vocal,12000,つむりん、番組出るのいつも緊張するんだって。特に全国放送のやつは。まー、分かるよね～。真美も、ここまで来るのは茨城の道だったよ、って言ったら、普通に訂正されちったよ。
双海真美,桜守歌織,トークショー,6,Vocal,4500,んっふっふ～。 トークショーで、歌織お姉ちゃんのオトナでムフフなヒミツをいっぱい聞き出しちったよ。お気に入りのバジヤマのガラとか～、部屋に置いてるぬいぐるみとか～♪
双海真美,桜守歌織,審査員,3,Visual,4500,歌のコンクールの審査してきた！ 歌織お姉ちゃんはひとりひとり、メッチャ細かいとこまで見ててさすがだったよ～！ ……あれ？ ってことは、真美もいつも見られてる……？
双海真美,PERFECT,,,,,真美、今日のお仕事めっちゃ楽しんじゃったっぽいよ～♪こーゆーの、またやらしてねっ！！
双海真美,GOOD,,,,,今日の真美、なかなかイケてたんだよ～♪ 兄ちゃんも一緒なら、真美のミリキにクラクラできたのにね～。
双海真美,NORMAL,,,,,兄ちゃん、オツカレサマー！お仕事は終わっちゃったけど、真美、物足りないっぽいよ～？」
我那覇響,天海春香,グルメ番組,9,Total,80000,自分、料理もカンペキだけど、お菓子作りはやっぱり、春香にはちょっとだけ負けるかも……。でも、2人で協力して作った黒砂糖のクッキーは、番組でも大好評だったからね！
我那覇響,天海春香,音楽番組,9,Vocal,9000,チャリティ歌番組だったぞ。辛い思いをしてる人達を助けるためって思ったら、歌にも力が入ったさー！ 春香も同じで、歌で人助けできるなんて素敵だね、って話し合ったんだー。
我那覇響,如月千早,CDショップイベント,9,Total,13500,千早っていろんな音楽に詳しいよね。自分、クラシックなんて全然知らないから、勉強になったぞ。やっぱり千早は歌とか音楽の話をしてる時が、いちばん楽しそうさー。
我那覇響,如月千早,トークショー,9,Total,50000,トーク番組で、千早が話せるか自信がないって言ってたんだ。だから自分、音楽の話題をふってみたぞ。好きなことなら話しやすいでしょ？ 自分も沖縄の事はいっぱい話せるからね！
我那覇響,星井美希,グラビア撮影,3,Visual,34000,海で撮影してきたんだっ！ 楽しかったけど、美希が急に勝負！って水鉄砲撃ってきて、ひどかったさー！ 次はゼッタイ、負けないからねっ！
我那覇響,星井美希,PR,9,Vocal,28000,今日の歌収録、現場に行ったら先に美希が来てて、練習してたんだ。自分も練習しとこうと思って早く行ったのに……。もちろん本番では、自分も美希に負けてないハズだけどね！
我那覇響,萩原雪歩,ファッションショー,6,Visual,34000,今日は、沖縄のかりゆしのファッションショーだったんだ！ 雪歩も、すごく着心地がいいって気に入ってくれてたぞ。 なんだか、自分が褒められたみたいで嬉しかったさー！
我那覇響,萩原雪歩,スポーツ番組,9,Dance,34000,『芸能人対抗！大運動会バトル！ 』って番組に出演したぞ！自分、いっぱい活躍したさ～♪　 でも、穴掘り競争は雪歩に負けてしまったぞ……。 次は絶対、自分が勝つからね ！
我那覇響,高槻やよい,ロケ番組,3,Dance,7000,秋葉原に行ったんだけど、やよい、フィギュアに夢中になってたんだ！ だから自分、ハムスターのキーホルダー買ってあげたんだぞ。やよいって、動きがハム蔵みたいでかわいいからね！
我那覇響,高槻やよい,プレゼンター,9,Vocal,28000,バスケの大会に行ってきたんだけど、準優勝のチームがすっごく悔しそうだったんだ。でも、やよいが笑顔でメダルを渡したら、つられて笑顔になってたぞ。やよいってすごいよね！
我那覇響,菊地真,ラジオ,6,Dance,7000,リスナーのお悩みに真と真剣に答えたぞ！ スタッフさんも褒めてくれたさー。あとは「ガツーンと」とか「なんくるないさー」以外に具体的なアドバイスが出来ればカンペキだって！
我那覇響,菊地真,グルメ番組,3,Visual,7000,運動会に持っていく手作りお弁当対決、真に負けてしまったぞ……。でも自分、次は絶対リベンジするさー！ 今から特訓するから、P、試食してみてよね！
我那覇響,水瀬伊織,雑誌取材,3,Visual,16500,手芸雑誌で特集されたさ～。伊織は編集部の人に習って、小さな洋服つくってたんだ。何に使うか秘密って言ってたけどきっとうさちゃん用だよね。隠さなくてもいいのに。
我那覇響,水瀬伊織,地域PRイベント,3,Visual,3000,ウサギが有名な島に行ってきたぞ！ ウサギがいっぱいいて、すっごく楽しかったさー。伊織から、まじめにお仕事しなさいって言われたけど、伊織がずっとにやけてたからね！
我那覇響,四条貴音,CM撮影,9,Dance,5000,着物のCM撮ったよっ！ やっぱり貴音は、すっごく似合ってたさー！ 自分もああいう、おしとやかな感じが出せればいいんだけど……けっこう難しいね。ううっ、負けないぞー！
我那覇響,四条貴音,慰安訪問,9,Total,81000,貴音ってやっぱり、大人っぽいし、お姉さんって感じだよね。今日行った施設で、子どもたちに絵本の読み聞かせをしてたんだけど、雰囲気があって、自分も一緒に聞いちゃってたぞ！
我那覇響,秋月律子,審査員,3,Total,80000,自分、感覚的にしかコメントできなくて焦っちゃったぞ。でも律子がうまく代弁してくれて助かったんだ。さすが律子、頼りになるよね！ カラオケの番査員、バッチリだったぞ！
我那覇響,秋月律子,商品プロデュース,3,Total,78000,動物用のウェアを作ったぞ。自分はデザインもカンペキさー！ でも律子に「これ、ゾウが着る服？」ってツッコまれて、サイズ間違いに気づいて直したんだ。ゴメンね、いぬ美！
我那覇響,三浦あずさ,雑誌取材,3,Total,13500,あずささん、取材の時、時々フランス料理作ってるって言ってたんだ！ 今度、自分にフォアグラステーキ作ってくれるって！ いぬ美たちと一緒に遊びに行くさー！
我那覇響,双海亜美,トークショー,3,Total,55000,自分、トークショーに出てきたんだけど…… 亜美の言いまちがえが多すぎて、恥ずかしかったぞー！ ツッコミも全然追いつかないし！ もー！！
我那覇響,双海真美,商品PRイベント,6,Visual,12000,調理器具のPRだったんだけど、真美が調理始めたら、すごい匂いがしてきたんだ！ とっさに自分が作ってあったのと交換したんだけど、あれを食べてたらどうなってたか……。
我那覇響,双海真美,TV番組MC,9,Vocal,22000,番組のMCやったんだけど、真美がゲストを変なあだ名で呼ぶからハラハラしたぞ……。でも呼ばれた人は嬉しそうだったんだ！喜んでくれるなら、自分も今度やってみようかな？
我那覇響,春日未来,フェス,3,Dance,28000,未来ってのほほーんって見えるけど、たまにカッコいい時があるよね？ 今日も、ダンスのキレが最高で、別人みたいだったぞ！ でも、帰りはまたでへへ～♪ってしたけどね！
我那覇響,最上静香,ナレーション,6,Vocal,5000,ねーねー、前から思ってたんだけど、静香の声ってキレイでよく通るし、ナレーションに向いてるよねっ。大人っぽいこと話しても様になるんだよ～。ちょっと羨ましいぞー！
我那覇響,最上静香,スポーツ番組,3,Dance,22000,スポーツ番組の企画で、すごく難しいダンスに挑戦したんだ！静香はダンスは苦手って言ってたけど、頑張り屋さんだから練習についてきてたぞ。最後はカンペキに踊れてたさー！
我那覇響,伊吹翼,ネット番組,6,Dance,9500,翼がウチナーグチに興味あるって言うから、いっぱい教えてあげたんだー。ただ、翼が「かなさんどー」って言ったら視聴者コメントがすごいことになって……自分、びっくりしたぞ！
我那覇響,田中琴葉,密着取材,3,Visual,7000,琴葉、自分のこと真面目すぎるって気にして、今日はちょいワル風にしてみようって頑張ってたぞ。けど、密着取材の後、ひとりで反省会してたんだ。そういうとこが真面目だよね！
我那覇響,田中琴葉,スポーツイベント,9,Dance,3000,スポーツチャンバラのイベントに出たんだ！ 琴葉は、フェンシングの動きで、すっごく強かったぞ！ でも自分も、未経験なのに筋がいいって褒められて、嬉しかったさー！
我那覇響,島原エレナ,地域PRイベント,6,Vocal,6000,商店街のPRをしてきたぞ！ 最初、あんまり人が集まらなかったから、自分とエレナでダンスバトルをしたんだ！ おかげで、すっごく盛り上がったぞ！
我那覇響,島原エレナ,商品プロデュース,3,Dance,3000,お菓子のアイデアを出してきたぞ！ 自分の沖縄のお菓子と、エレナのブラジルのお菓子が残ったんだけど、両方商品になることになったんだ！どっちも美味しいからよかったぞ！
我那覇響,佐竹美奈子,一日店長,9,Dance,36000,沖縄料理屋さんに行ってきたぞ！ 自分、まかないでゴーヤカレーを作ったら、美奈子が美味しいって言ってくれたんだ。美奈子に料理を褒めてもらえるのって、すっごく嬉しいぞ♪
我那覇響,佐竹美奈子,地域PRイベント,6,Total,23500,地方のイベントで、ご当地名物の焼きそばをPRしてきたぞ！どんどん作ってたら、美奈子に「佐竹飯店のバイトに来てほしい」って言われたんだ！　自分、料理もカンペキだからね！
我那覇響,所恵美,スポーツイベント,6,Dance,30000,チアの格好して試合の応援してきたぞー！ 恵美のアイデアで選手の控室まで激励に行ったら、すっごく喜ばれたんだ。試合の結果？ もちろん、大勝利に決まってるさー！
我那覇響,所恵美,握手会,6,Visual,32000,今日の恵美の爪、すっごくピカピカだったぞ！ なんか、握手会のためにジェルネイル？に行ったんだって。自分もやってみたいって言ったら、今度連れてってくれるって！
我那覇響,徳川まつり,商品プロデュース,3,Total,20000,オリジナルのカプセルトイを考える企画だったぞ。自分はまつりと一緒にアイデアを考えたんだ。マシュマロみたいにふわふわなハム蔵マスコット、発売が楽しみさー！
我那覇響,徳川まつり,映画,3,Dance,9000,映画の撮影に行ってきたぞ！ まつりが、なんだかウキウキしてたんだけど、好きな漫画の映画化なんだって！ いつものまつりと違ってシリアスな役だし、面白くなったと思うぞ！
我那覇響,箱崎星梨花,フェス,6,Vocal,33000,今日のフェス、ミュージカル風の演出だったんだ！ 星梨花と一緒におとぎ話の世界を表現してきたぞ。 自分、カンペキだからね。 いつもと違うステージでもなんくるないさー！
我那覇響,野々原茜,グルメ番組,9,Total,31000,今日の番組、自分が得意料理をたくさん振舞ったんだ！ 茜、おいしそうに食べてくれて、おかわりまでしてくれたぞー！ やっぱり、みんなで食べるご飯っておいしいね！
我那覇響,望月杏奈,慰安訪問,6,Total,43500,杏奈が、入院中の子に水族館のゲームをおすすめしてたんだ。それを聞いてたら、自分もやりたくなったぞ！クジラが飼えたら、クジ之進って名前をつけるさ～！
我那覇響,望月杏奈,スポーツ番組,6,Dance,6000,番組の企画で杏奈に卓球タッグを組んだんだ。でもラケットの代わりにフライパンを使えって……。杏奈は「命中率アップアイテム」って喜んでたけど、自分はやりにくかったぞ！
我那覇響,ロコ(伴田路子),サイン会,9,Visual,28000,ロコはサインをこりすぎだぞ……。お客さんが待ちくたびれちゃうでしょって言っても、なかなか聞いてくれないし……。ああいう夢中になるところ、いぬ美にそっくりだよね！
我那覇響,ロコ(伴田路子),映画,6,Visual,5000,うう……ロコのアイデアが採用されたモンスター、すごく不気味だったぞ……。自分、ホラー映画はもうこりごりさ～！え、次回作決定ずみ？ 自分も出るの～？ う、うぎゃーっ！
我那覇響,七尾百合子,密着取材,9,Vocal,12000,密着取材で、百合子の家にお邪魔したんだ！ 本がたくさんあったけど、綺麗なお部屋だったさー。でも自分、本棚の色々な本をオススメされちゃって。読めるか不安だぞ……。
我那覇響,高山紗代子,一日店長,9,Total,42000,パン屋さんで、紗代子とパンの売上競争をしたんだ！ 自分、いっぱい呼び込みして、絶対勝ったと思ったのに……。 うがーっ！ 次は絶対、勝ってみせるさー！
我那覇響,高山紗代子,ラジオ,3,Vocal,36000,フリートークの時に、紗代子が飼ってるハリネズミのハリ子のこと聞かせてくれたんだ～！ 今度会わせてくれるって。 ハム蔵と仲良くしてくれるかなー。すっごく楽しみだぞっ！
我那覇響,松田亜利沙,TV番組MC,9,Vocal,6000,共演者の人とカメラの話になったんだけど、自分、全然わからなかったぞ。けど、代わりに亜利沙が話してくれたんだ。真剣にカメラのこと話す亜利沙、ちょっとかっこよかったぞ！
我那覇響,松田亜利沙,ドラマ,6,Visual,34000,ドラマの撮影で、亜利沙がアドバイスをくれだんだ！どうやったら、今日の役に合ったかわいらしさが出るかって。自分たちのこと、いっぱい撮影してきたから分かるんだって！
我那覇響,高坂海美,ファッションショー,6,Visual,32000,今日のスポーツウェアのファッションショー、海美と一緒にランウェイを歩いたんだ！ 会場は大盛り上がりだったさー！ ポーズもバッチリ、ふたりでカッコよく決めたからね！
我那覇響,中谷育,密着取材,9,Visual,3000,育が母さんのこと話してたんだけど、素敵な人なんだね。育が母さんのこと大好きな理由がわかったさー。でも自分、ちょっとホームシックに……ううん、なんでもないからねっ。
我那覇響,中谷育,ナレーション,3,Vocal,33000,アニメの特番で、ナレーションしてきたんだ。育はアニメ好きだから、すっごく楽しそうだったさー！ 今度一緒に、育のオススメのアニメを見る約束もしたぞ！
我那覇響,天空橋朋花,スポーツ番組,9,Dance,28000,番組でサッカーの試合に出たんだ！ 朋花が監督だったから、なんか、緊張感がすごかったぞ。でも、頑張ったら褒めてくれるから、なんかいつも以上に活躍できたさ～！
我那覇響,天空橋朋花,握手会,3,Dance,34000,なかなかが握手の手を離してくれないお客さんがいて困ったぞ。でも隣の朋花がプレッシャーをかけたら、すぐ離してくれたんだ。 今度お礼に、チャンプルーもっていかなきゃ！
我那覇響,エミリー スチュアート,雑誌取材,3,Dance,7000,今日改めて思ったんだけど、エミリーって日本のことすっごく詳しいよね。もちろんイギリスのこと自分より知ってるし……。で、でも、沖縄のことは自分の方が詳しいからね！
我那覇響,エミリー スチュアート,旅番組,6,Dance,12000,エミリーもイギリスに行ったら英語でしゃべるんだね！ いつもと別人みたいでビックリしたぞ！ ……自分が沖縄に帰ったら、うちなーぐちに戻っちゃうのと同じかな？
我那覇響,北沢志保,雑誌取材,6,Total,80000,お料理雑誌の取材で、志保はカレーの話をして、自分はラフテーの話をしたんだ。メニューは違っても、志保も自分も食べてくれる人の笑顔が嬉しいっていうのは同じだったさー！
我那覇響,北沢志保,トーク番組,9,Total,78000,『メンバーへの疑問』ってテーマで、志保はハム蔵の正体を怪しんでるって話をしてたぞ。たしかに自分はハム蔵に演技や殺陣を教わることがあるけど……そ、そんなに変なの！？
我那覇響,舞浜歩,雑誌取材,3,Dance,4500,雑誌でダンサーの人と対談したぞ。自分、みんなでダンス対決したいって言ったら実現したんだけど、あとで歩にお礼を言われたんだ。憧れてた人とダンスできて嬉しかったんだって！
我那覇響,舞浜歩,レポーター,9,Visual,32000,ダンス大会のレポートしてきたさー。みんなすっごく上手でなんか燃えてきちゃって、帰りは歩とダンスバトルしたんだ！ え、どっちが勝ったって？ そ、そこは重要じゃないぞっ！
我那覇響,木下ひなた,雑誌取材,6,Total,80000,ひなた、たまにホームシックになっちゃうんだって。その気持ち、自分にもわかるぞ……。よしっ、決めた！ 今度ひなたとお泊り会しよっと！ そしたら寂しくないでしょ？
我那覇響,矢吹可奈,ゲームイベント,3,Vocal,32000,オンラインイベントで、新作ゲームをやってきたぞ！ 楽しかったけど、ゲームより可奈が遊びながら歌った歌がトレンド入りしてて……。一応、宣伝にはなったのかな……？
我那覇響,矢吹可奈,一日店長,6,Total,50000,パンケーキ屋さんの一日店長、楽しかったぞ！ 可奈はパンケーキ好きな人の気持ちがわかってて、トッピング多めにしてたんだ。自分も試食したんだけど、すごく美味しかったさー！
我那覇響,横山奈緒,ドラマ,3,Dance,3000,今回のドラマって、故郷を離れて都会で頑張る女の子の役だったんだ！ 自分と奈緒にはぴったりだよね！ 撮影の後に、奈緒と地元の話、いっぱいしたぞ。
我那覇響,横山奈緒,ラジオ,6,Vocal,16500,ラジオで奈緒が、ぺットと入れる温泉の話をしてくれたんだ！それなら、自分も家族達も一緒に行けるよね！いぬ美とかハム蔵とか。ワニ子やヘビ香も行けるといいな！
我那覇響,二階堂千鶴,映画,6,Total,65000,映画の撮影で千鶴が差し入れてくれたコロッケ、すっごぐ美味しかったぞ！ みんなにも好評だったさー！ 千鶴の料理人に作り方を教えてもらいたいけど、ダメかな～？
我那覇響,二階堂千鶴,慰安訪問,3,Total,75000,自分、裁縫が得意だから、幼稚園のぬいぐるみを直してあげてたら、千鶴も手伝ってくれたんだ。裁縫はセレブのたしなみなんだって。自分にも、セレブの素質あるのかな？
我那覇響,馬場このみ,レコーディング,9,Vocal,12000,大人っぽい曲だったんだけど、自分、うまく出来なくて……。でも、このみに相談したら、なんとかなったんだ。すっごくアダルティな実演してくれて、ドキドキしちゃったぞー！
我那覇響,大神環,一日店長,9,Visual,16500,遊園地の一日園長をしてきたぞ！ 好きなだけ乗り物に乗っていいって言われたから、環と一緒にいっぱい遊んだんだ。すっごく楽しかったぞ。またこんなお仕事とってきてよね！
我那覇響,大神環,ロケ番組,9,Dance,4500,ふれあい動物園に行ってきたぞ!自分、動物と楽しそうにしている環に負けたくなくて、思いっきり動物たちと遊んであげたんだ……って、ちゃんとお仕事もしてきたからね!
